@relation tomcat-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}

@data
8,2,0,4,23,16,1,0,8,0.428571,165,1,0,0.733333,0.46875,1,1,19.25,1,0.5,0
2,1,0,3,14,1,0,0,2,2,245,0,0,0,0.75,0,0,121.5,4,2,0
2,2,0,2,4,1,0,0,1,1,9,1,0,1,1,0,0,3,0,0,0
34,2,0,11,94,439,3,0,28,0.737374,696,1,1,0.684211,0.170996,1,15,19.382353,6,1.3529,0
18,1,1,4,19,135,1,0,18,0.862745,57,1,0,0,0.375,0,0,2,1,0.9444,0
30,2,0,10,61,383,5,0,29,0.899687,301,0.090909,1,0.461538,0.261084,0,0,8.666667,2,1.0333,0
13,1,0,16,13,78,14,0,13,2,13,0,0,0,0.292308,0,0,0,1,1,0
2,3,0,2,4,1,2,0,2,2,11,0,0,1,1,0,0,4.5,0,0,0
2,1,0,2,11,1,0,0,2,2,39,0,0,0,0.75,0,0,18.5,3,1.5,0
19,3,0,18,81,93,2,0,16,0.931373,711,0.058824,2,0.696429,0.314815,2,6,35.526316,6,1.5789,0
18,1,0,21,18,153,19,0,18,1.058824,20,0,0,0,0.518519,0,0,0,1,1,0
5,2,0,5,10,4,4,0,5,0.5,61,1,1,0.333333,0.4,0,0,10.6,1,0.8,0
9,1,0,17,53,30,2,0,3,0.958333,624,1,1,0,0.266667,0,0,67.666667,16,5.1111,1
5,1,0,0,7,8,0,0,4,0.75,23,0,1,0,0.75,0,0,3.4,1,0.6,0
2,2,0,2,4,1,0,0,1,1,9,1,0,1,1,0,0,3,0,0,0
23,1,0,9,48,193,5,0,21,0.905303,429,0.916667,5,0,0.272727,0,0,17.130435,10,2.2609,1
7,1,0,11,35,17,3,0,2,1.055556,484,0.166667,1,0,0.333333,0,0,66.428571,34,10,0
6,1,0,17,6,15,15,0,6,2,6,0,0,0,0.5,0,0,0,1,1,0
2,3,0,4,4,1,1,0,2,2,13,0,0,0.975,0.666667,0,0,5.5,1,0.5,0
3,3,0,4,7,3,1,0,3,1.5,17,1,0,0.933333,0.555556,1,1,4.333333,1,0.6667,0
42,1,0,53,104,0,49,0,39,0.765083,1169,0.789474,3,0,0.148559,1,2,26.380952,13,2.5952,0
5,2,0,12,6,4,11,0,5,0.5,45,1,1,0.4,0.5,0,0,7.4,1,0.6,0
2,1,0,1,15,1,0,0,2,2,60,0,0,0,0.6,0,0,29,1,0.5,0
3,1,1,0,4,3,0,0,3,2,6,0,0,0,0.666667,0,0,1,1,0.6667,0
8,1,0,8,26,20,3,0,4,0.428571,134,1,1,0,0.171429,0,0,15.5,4,1.375,0
8,2,0,4,23,16,1,0,8,0.428571,166,1,0,0.733333,0.46875,1,1,19.375,1,0.5,0
2,2,0,3,4,0,3,0,2,0,15,1,1,0.5,0.666667,0,0,6,1,0.5,0
3,3,0,4,9,3,1,0,3,2,63,0,0,0.95122,0.666667,0,0,20,1,0.6667,0
27,3,0,19,104,237,1,0,21,0.735577,811,1,1,0.722222,0.224359,0,0,28.740741,9,1.8889,0
17,1,0,6,32,72,3,0,16,0.7125,378,1,0,0,0.8125,0,0,20.941176,7,2.2353,0
8,2,0,3,11,12,2,0,5,0.642857,52,1,1,0.416667,0.40625,1,1,5.25,1,0.875,0
44,1,0,26,166,428,9,0,2,0.88062,2361,1,7,0,0.141649,0,0,52.318182,11,2.0909,1
3,2,0,3,9,1,1,0,2,0.5,59,1,1,0.75,0.555556,0,0,18.333333,2,1,0
3,2,0,2,11,0,1,0,3,0,52,1,0,0.846154,0.5,0,0,16,1,0.6667,0
15,1,0,51,29,0,50,0,12,0.62987,401,0.545455,2,0,0.233333,0,0,25,7,1.4667,0
13,1,0,2,52,30,1,0,9,0.683333,764,1,0,0,0.263889,0,0,57.384615,18,3.8462,0
1,1,0,0,2,0,0,0,1,2,41,0,0,0,1,0,0,3,0,0,0
13,5,0,2,25,44,0,0,11,0.816667,164,1,0,0.891892,0.423077,1,1,11.230769,1,0.9231,0
2,4,0,4,6,1,1,0,2,2,33,0,0,0.97561,0.666667,1,1,15.5,1,0.5,0
5,2,0,8,16,2,1,0,4,1.041667,88,0.166667,1,0.625,0.625,0,0,15.4,1,0.6,0
8,1,0,2,13,8,1,0,8,0.571429,296,1,1,0,0.5625,0,0,35.625,5,3,0
6,5,0,2,14,0,0,0,6,0.4,77,1,0,0.931507,0.666667,2,2,11.5,1,0.8333,0
2,5,0,2,5,1,0,0,2,2,11,0,0,0.985507,1,1,1,4.5,1,0.5,0
3,1,1,0,4,3,0,0,3,2,6,0,0,0,0.666667,0,0,1,1,0.6667,0
2,4,0,5,5,1,1,0,2,2,24,0,0,0.97561,0.666667,0,0,11,1,0.5,0
5,1,0,34,5,10,32,0,5,1.25,14,0,0,0,0.7,0,0,0,1,1,0
11,1,0,2,30,5,1,0,9,0.6,581,0,1,0,0.272727,0,0,51.363636,6,1.5455,0
4,2,0,8,13,4,1,0,2,1,36,1,1,0.909091,0.555556,0,0,7.5,1,0.5,0
13,1,2,0,19,72,0,0,12,0.966667,157,1,3,0,0.653846,0,0,10.307692,5,1.8462,0
33,1,3,14,77,488,3,0,17,0.927083,702,1,0,0,0.196023,0,0,19.909091,25,2.8182,0
5,3,0,5,10,0,2,0,5,2,38,0,0,0.906977,0.55,0,0,6.6,1,0.8,0
14,2,1,14,56,41,3,0,7,0.888889,290,1,3,0.8,0.692308,2,7,19.071429,6,1.4286,1
5,3,2,0,8,4,0,0,5,0.5,31,1,0,0.944444,0.6,0,0,5,1,0.2,0
20,1,0,17,59,22,2,0,17,0.664474,585,1,5,0,0.368421,0,0,27.85,11,2.5,1
25,1,0,0,25,300,0,0,25,1.041667,29,0,0,0,0.413333,0,0,0,1,1,0
15,2,0,15,55,71,1,0,12,0.887755,630,1,1,0.606061,0.232143,0,0,40.533333,1,0.8667,0
14,1,0,19,14,91,19,0,14,2,14,0,0,0,0.285714,0,0,0,1,1,0
4,1,0,3,8,4,1,0,3,0.666667,26,1,0,0,0.875,0,0,5.25,1,0.75,0
4,1,0,5,16,4,1,0,2,0.666667,96,0,0,0,0.444444,0,0,22.75,5,1.5,0
30,2,0,48,180,263,1,0,17,0.845649,2215,1,8,0.377778,0.150862,1,2,72.133333,4,1.1667,0
2,1,0,5,4,1,4,0,1,1.767442,79,0,0,0,1,0,0,17,0,0,1
10,2,0,0,46,31,0,0,8,0.777778,330,1,0,0.5,0.611111,2,2,31.8,6,1.6,0
25,1,0,2,56,268,2,0,25,0.847222,307,1,0,0,0.262857,0,0,11.16,8,1.32,0
1,1,0,0,2,0,0,0,1,2,7,0,0,0,1,0,0,3,0,0,0
20,1,0,0,53,48,0,0,18,0.602339,1126,1,0,0,0.31,0,0,54.85,6,1.65,0
6,2,0,3,12,3,2,0,4,0.5,115,0,0,0.642857,0.458333,1,2,17.5,1,0.8333,0
1,2,0,1,2,0,0,0,1,2,4,0,0,1,1,0,0,3,0,0,0
3,2,0,2,7,3,2,0,3,1.5,30,0,0,0.9375,0.833333,0,0,8.666667,3,1,0
37,3,0,8,97,508,2,0,21,0.895425,981,1,3,0.619565,0.242063,2,3,25.054054,11,2.7568,0
5,1,0,3,10,10,3,0,4,1.25,51,1,0,0,0.314286,0,0,9,1,0.8,0
31,1,1,20,72,249,5,0,30,0.856863,826,1,5,0,0.14,0,0,25.096774,12,1.6774,0
2,1,0,3,11,1,0,0,2,2,50,0,0,0,0.75,0,0,24,2,1,0
10,2,0,0,43,33,0,0,8,0.666667,289,1,0,0.466667,0.48,1,1,27.8,6,2,0
2,4,0,4,5,1,1,0,2,2,39,0,0,0.97561,0.666667,1,1,18.5,1,0.5,0
4,2,0,2,10,2,1,0,4,0.666667,50,1,2,0.4,0.5,0,0,11,3,1.25,0
3,1,0,3,6,1,3,0,2,0.5,23,1,0,0,0.5,0,0,6.333333,3,1,0
2,4,0,5,5,1,1,0,2,2,24,0,0,0.97561,0.666667,0,0,11,1,0.5,0
9,1,0,8,29,10,4,0,2,0.569444,433,0.888889,4,0,0.303571,0,0,46.111111,2,0.8889,1
12,3,0,19,114,42,0,0,5,0.848485,811,1,0,0.827586,0.409091,1,3,66.333333,5,1.3333,1
19,1,0,3,32,79,2,0,16,0.822222,612,1,1,0,0.263158,0,0,30.684211,14,2.6316,0
3,4,0,109,6,3,109,0,3,2,16,0,0,1,0.777778,0,0,4.333333,0,0,0
81,1,0,29,110,3002,21,0,80,0.976705,879,1,2,0,0.169473,0,0,9.308642,3,1.1481,0
18,1,4,11,34,119,10,0,7,0.705882,387,0.2,4,0,0.305882,0,0,20.222222,15,3.4444,1
6,1,0,9,18,9,8,0,4,0.8,1423,0.333333,1,0,0.25,0,0,235.666667,15,4.1667,0
4,1,0,10,17,0,2,0,2,0.833333,85,0.5,1,0,0.333333,0,0,19.25,1,0.5,0
4,5,0,2,14,6,0,0,3,1.333333,47,1,0,0.970588,0.583333,1,1,10.5,1,0.75,0
2,2,1,0,4,1,0,0,1,2,37,0,0,0.9,0.666667,0,0,17.5,1,0.5,0
5,3,0,5,10,0,2,0,5,2,38,0,0,0.906977,0.55,0,0,6.6,1,0.8,0
4,1,0,2,7,0,1,0,4,0.75,33,0.5,4,0,1,0,0,6.25,1,0.75,0
14,2,0,5,51,25,0,0,3,0.901099,555,0.428571,0,0.72093,0.519231,1,4,38.142857,7,2.1429,0
11,1,0,12,11,55,10,0,11,2,11,0,0,0,0.309091,0,0,0,1,1,0
2,1,0,2,11,1,0,0,2,2,265,0,0,0,0.75,0,0,131.5,3,1.5,0
11,1,0,2,74,27,0,0,7,0.7,772,1,1,0,0.257143,0,0,68.272727,6,1.5455,0
24,1,0,9,119,92,1,0,13,0.83004,1158,1,3,0,0.178744,0,0,46.791667,11,1.4167,0
3,1,0,3,5,1,3,0,2,0.5,128,1,0,0,0.75,0,0,41.333333,3,1,0
2,1,0,4,2,1,3,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
0,1,0,8,0,0,8,0,0,2,57,0,0,0,0,0,0,0,0,0,0
3,2,0,6,17,1,1,0,3,2,68,0,0,0.846154,0.666667,0,0,21.666667,1,0.6667,0
10,1,0,10,43,0,3,0,6,0.481481,257,1,3,0,0.35,0,0,24.4,3,1.3,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.625,0,0,0,1,1,0
21,1,0,12,95,124,5,0,14,0.858333,719,1,2,0,0.225,0,0,32.666667,12,1.9048,1
8,1,0,4,35,12,2,0,6,0.666667,204,1,2,0,0.285714,0,0,23.75,3,1.625,0
2,4,0,3,3,1,1,0,2,2,8,0,0,0.97561,0.666667,0,0,3,1,0.5,0
9,3,0,7,59,0,0,0,7,0.625,491,1,4,0.75,0.263889,2,2,53,2,1,1
69,1,0,12,158,0,5,0,62,0.893137,1383,0.866667,3,0,0.187291,0,0,18.826087,18,1.5942,0
1,6,0,1,7,0,1,0,1,2,17,0,0,1,1,0,0,16,0,0,0
11,2,0,0,46,39,0,0,8,0.55,401,1,1,0.4375,0.424242,1,2,35.272727,5,1.7273,0
3,1,0,5,13,0,1,0,3,0,81,0,1,0,0.555556,0,0,25.666667,7,2.6667,0
2,1,0,4,14,1,1,0,2,2,81,0,0,0,0.6,0,0,39.5,1,0.5,0
2,4,0,4,6,1,1,0,2,2,33,0,0,0.97561,0.666667,1,1,15.5,1,0.5,0
3,1,0,0,4,0,0,0,3,0.5,20,1,0,0,0.666667,0,0,5,1,0.6667,0
18,2,0,9,34,77,0,0,18,0.849673,233,1,2,0.540541,0.277778,0,0,11.444444,1,0.9444,0
17,2,3,16,76,40,3,0,12,0.847222,586,0.555556,1,0.615385,0.302083,1,1,32.941176,6,1.3529,0
43,1,0,17,159,567,3,0,24,0.774603,2409,1,3,0,0.223214,0,0,54.674419,22,3.8372,0
5,1,0,0,6,2,0,0,5,0.75,36,1,0,0,0.4,0,0,5.4,1,0.8,0
8,1,0,0,20,6,0,0,7,0.5,564,0.5,0,0,0.785714,0,0,69.25,3,1.25,0
4,1,0,8,6,0,7,0,3,0.333333,24,1,1,0,0.333333,0,0,4.75,2,1,0
2,1,0,2,13,1,0,0,2,2,100,0,0,0,0.75,0,0,49,6,3,0
3,3,0,5,8,3,2,0,3,2,44,0,0,0.95122,0.666667,0,0,13.666667,1,0.6667,0
43,2,1,22,123,481,7,0,33,0.871795,1262,1,2,0.62037,0.164021,1,6,28.046512,9,2.1628,1
32,4,0,1,63,478,1,0,29,0.387097,223,1,0,0.62963,0.139785,2,9,5.875,2,1,0
36,1,0,23,76,210,18,0,36,0.831169,1025,1,1,0,0.143519,0,0,27.166667,3,1.3889,1
8,1,0,4,36,26,4,0,7,1.071429,351,0,0,0,0.380952,0,0,42.375,8,3.625,0
36,1,0,21,136,260,4,0,27,0.868571,1275,1,3,0,0.221429,0,0,34.138889,12,2.6111,1
8,1,1,0,9,22,0,0,7,0.714286,20,1,1,0,0.2,0,0,1.375,1,0.75,0
9,2,0,0,13,24,0,0,9,0.625,38,1,1,0.636364,0.555556,0,0,3.111111,1,0.8889,0
8,2,0,3,32,0,3,0,7,0.428571,195,0.5,2,0.538462,0.714286,0,0,23.125,2,0.875,0
23,1,1,19,36,253,17,0,22,2,128,0,0,0,0.246377,0,0,4.565217,6,1.2174,0
22,1,15,33,50,189,19,0,21,0.933333,376,1,3,0,0.174603,0,0,15.636364,2,1,0
1,1,0,1,2,0,1,0,0,2,52,0,0,0,1,0,0,6,0,0,0
1,3,0,1,2,0,0,0,1,2,4,0,0,1,1,0,0,3,0,0,0
13,1,1,0,23,72,0,0,13,0.416667,78,1,1,0,0.25641,0,0,4.923077,1,0.9231,0
16,1,0,11,29,0,10,0,15,0.633333,243,0.5,0,0,0.238095,0,0,13.8125,7,1.5625,0
8,5,0,2,16,0,0,0,8,0.571429,107,1,0,0.906667,0.6875,1,1,12,1,0.875,0
5,3,0,12,26,10,0,0,5,1.25,142,1,0,0.923077,0.4,1,3,27.2,1,0.8,1
252,2,0,63,511,29258,17,0,231,0.980868,7956,1,12,0.216301,0.054354,2,19,30.210317,17,2.0238,1
7,1,0,1,7,21,1,0,6,1.142857,34,0,0,0,1,0,0,2.857143,1,0.8571,0
3,1,0,3,7,1,1,0,2,0.5,25,1,0,0,0.5,0,0,7,1,0.3333,0
25,2,0,7,73,144,0,0,8,0.91369,1372,0.571429,0,0.574074,0.381944,2,4,53.32,8,2.6,0
2,1,0,3,2,1,2,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
7,5,0,2,37,15,0,0,5,0.833333,259,1,0,0.942857,0.4,1,1,35.714286,12,2.8571,0
8,2,0,4,23,16,1,0,8,0.428571,166,1,0,0.733333,0.46875,1,1,19.375,1,0.5,0
12,1,0,4,12,66,3,0,12,2,12,0,0,0,0.416667,0,0,0,1,1,0
10,2,0,4,21,0,1,0,9,0.694444,218,0.375,1,0.897059,0.311111,1,1,20,6,1.3,0
1,1,0,0,2,0,0,0,1,2,23,0,0,0,1,0,0,3,0,0,1
10,1,0,4,11,45,3,0,10,1.111111,24,0,0,0,0.34,0,0,0.3,1,0.9,0
6,1,0,16,49,9,4,0,3,0.4,233,1,0,0,0.351852,0,0,37.666667,3,1.1667,1
9,1,0,8,37,34,6,0,5,0.75,336,1,0,0,0.225,0,0,36,4,1.5556,0
16,1,0,5,36,62,5,0,15,0.693333,349,1,1,0,0.375,0,0,20.5,8,2,0
4,1,0,2,16,4,0,0,2,0.666667,863,1,0,0,0.875,0,0,213.75,10,4,0
16,1,0,13,34,0,13,0,16,0.628571,412,0.857143,0,0,0.375,0,0,24.3125,3,1.875,0
11,2,0,14,37,13,1,0,7,0.84,237,1,2,0.842105,0.5,1,5,20.090909,9,1.9091,0
54,4,0,16,222,817,2,0,32,0.849057,3912,0.966667,2,0.616541,0.12938,2,10,70.888889,30,3.6296,1
10,2,0,4,27,3,1,0,10,0.4,245,1,1,0.733333,0.4,1,2,23,3,0.6,0
33,2,0,5,44,418,0,0,29,0.888393,434,1,0,0.219512,0.69697,0,0,11.727273,28,1.9697,0
5,3,0,0,9,0,0,0,2,0.75,47,1,0,0.869565,0.583333,2,2,7.8,1,0.6,0
32,1,0,9,61,432,1,0,32,0.965352,887,0.962963,3,0,0.197917,0,0,25.875,3,1.0313,1
24,1,0,0,24,276,0,0,24,2,24,0,0,0,0.358333,0,0,0,1,1,0
12,1,0,16,73,0,2,0,10,0.603306,616,1,5,0,0.287879,0,0,49.416667,3,1,0
2,1,0,9,2,1,9,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.4,0,0,0,1,1,0
4,1,0,0,5,0,0,0,4,0.666667,28,1,0,0,0.625,0,0,5.25,1,0.75,0
9,1,0,8,26,32,7,0,7,0.5,230,1,0,0,0.625,0,0,24.333333,5,1.4444,0
19,1,0,9,34,83,8,0,18,0.824074,523,1,1,0,0.394737,0,0,26.210526,17,3.4211,0
8,2,0,3,15,0,2,0,8,0.571429,125,1,0,0.631579,0.6875,0,0,14.25,6,1.5,0
42,3,0,4,67,697,2,0,33,0.28223,655,0.857143,1,0.512821,0.166297,2,4,14.428571,4,1.0238,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
5,1,0,3,27,10,1,0,4,1.25,237,1,0,0,0.375,0,0,46,6,3,0
15,1,1,0,27,73,0,0,15,0.857143,145,1,2,0,0.255556,0,0,8.4,9,1.8,0
4,2,0,12,22,2,1,0,4,0.583333,1700,1,3,0.5,0.5,1,1,423,1,0.5,1
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
20,2,0,4,52,114,1,0,19,0.511278,774,1,0,0.55,0.305556,1,4,37.35,4,0.7,0
11,2,0,2,21,0,1,0,8,0.6,86,1,1,0.68,0.316667,0,0,6.636364,3,1.2727,0
4,5,0,2,13,0,0,0,4,0,58,1,0,0.957746,0.625,1,1,13.25,1,0.75,0
8,1,0,6,13,26,2,0,7,1,34,1,1,0,0.392857,0,0,3,1,0.75,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
42,1,0,19,96,569,14,0,31,0.889135,897,0.772727,3,0,0.134146,0,0,19.833333,9,1.9286,0
15,2,0,18,96,7,3,0,4,0.72619,1603,1,4,0.461538,0.248485,1,1,105.466667,23,3.9333,0
6,3,0,4,45,0,0,0,4,0.2,379,1,0,0.827586,0.625,2,5,61.166667,1,0.8333,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
10,1,0,0,11,45,0,0,10,2,13,0,0,0,0.375,0,0,0.3,1,0.9,0
3,1,0,3,11,1,1,0,2,0.5,342,1,0,0,0.5,0,0,112.666667,2,0.6667,0
3,1,0,2,5,1,1,0,2,0.5,16,0,1,0,0.555556,0,0,4,1,0.6667,0
31,1,0,22,31,465,20,0,31,2,31,0,0,0,0.221198,0,0,0,1,1,0
14,1,0,1,15,91,1,0,14,2,17,0,0,0,0.4,0,0,0.214286,1,0.9286,0
55,1,0,1,56,1485,1,0,54,1.018519,329,0,0,0,0.5,0,0,3.909091,1,0.9818,0
33,2,0,9,93,378,0,0,26,0.900862,995,1,2,0.392157,0.1875,0,0,28.272727,6,1.4848,0
3,1,0,3,5,1,1,0,2,0.5,22,0,2,0,0.5,0,0,5.666667,1,0.6667,0
8,1,0,7,60,12,1,0,3,0.571429,522,1,1,0,0.183673,0,0,63.75,11,2.875,0
8,1,0,8,16,16,8,0,8,0,79,1,0,0,0.425,0,0,8.75,1,0.25,0
81,1,0,17,212,2914,0,0,69,0.977083,2334,0.988095,5,0,0.184375,0,0,26.777778,9,1.3457,1
47,1,0,7,162,1081,3,0,44,1.021739,2279,1,0,0,0.104143,0,0,47.446809,19,2.4894,0
2,1,0,2,10,1,0,0,2,2,273,0,0,0,0.75,0,0,135.5,2,1,0
18,1,2,0,35,0,0,0,18,0,111,1,1,0,0.277778,0,0,5.111111,2,1,0
1,1,0,0,2,0,0,0,1,2,9,0,0,0,1,0,0,3,0,0,1
5,1,0,16,32,0,5,0,2,0.666667,172,1,2,0,0.342857,0,0,32.2,2,1,0
23,1,0,1,27,181,1,0,22,0.979798,3320,0.111111,0,0,0.25,0,0,142.956522,17,3.913,0
17,2,4,0,31,130,0,0,15,0.5625,161,1,0,0.25,0.234375,0,0,8.352941,1,0.8824,0
1,1,0,2,2,0,2,0,1,2,21,0,0,0,1,0,0,3,0,0,0
2,2,1,2,5,1,1,0,2,2,10,0,0,0.97619,1,0,0,4,1,0.5,0
7,1,0,11,38,0,0,0,2,0.666667,351,1,1,0,0.366667,0,0,48.714286,3,1.1429,0
6,2,0,1,11,15,1,0,5,2,31,0,0,0.615385,0.4,0,0,4.166667,1,0.8333,0
13,1,5,6,20,34,5,0,12,0.8,89,1,1,0,0.403846,0,0,5.461538,1,0.9231,0
14,1,0,3,29,13,0,0,11,0.759615,453,1,2,0,0.365385,0,0,30.785714,6,2.3571,0
2,4,0,4,6,1,1,0,2,2,29,0,0,0.97561,0.666667,1,1,13.5,1,0.5,0
8,1,0,1,13,4,1,0,7,0.571429,2144,1,0,0,0.5,0,0,266.75,1,0.75,0
4,3,0,0,28,0,0,0,4,0.25,404,0,0,0.928571,0.3125,1,3,99,6,2.75,0
4,1,0,5,15,0,1,0,4,0.5,102,1,2,0,0.4375,0,0,24,6,2,0
6,1,0,0,7,15,0,0,6,2,9,0,0,0,0.333333,0,0,0.5,1,0.8333,0
2,2,0,2,4,0,1,0,2,0,21,1,0,0.916667,0.666667,0,0,9,1,0.5,0
37,1,1,8,68,0,7,0,36,0.912835,1201,0.517241,0,0,0.190972,0,0,30.675676,11,3,1
9,1,3,12,16,34,12,0,8,0.9375,48,1,1,0,0.269841,0,0,4.111111,3,1.2222,0
52,1,0,25,71,0,22,0,50,0.69281,1338,1,2,0,0.164336,0,0,24.557692,11,2.0577,1
5,3,1,0,8,4,0,0,5,0.5,31,1,0,0.944444,0.6,0,0,5,1,0.2,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,0
4,4,0,0,8,6,0,0,4,2,20,0,0,1,0.666667,0,0,4,0,0,0
6,3,0,8,33,3,1,0,1,0.4,177,1,0,0.827586,0.4,1,6,28.333333,1,0.8333,0
9,1,0,2,10,36,0,0,9,2,12,0,0,0,0.377778,0,0,0.333333,1,0.8889,0
37,2,0,39,175,660,2,0,30,0.944444,1350,1,0,0.539474,0.433333,0,0,35.405405,4,1.1081,0
13,3,0,3,30,0,0,0,13,0.291667,206,1,1,0.45,0.252747,1,1,14.692308,1,0.8462,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,0
9,2,0,3,78,24,0,0,6,0.625,844,1,0,0.809524,0.55,2,10,92.444444,19,4.1111,0
7,4,0,0,8,0,0,0,7,0.5,76,1,1,0.857143,0.535714,0,0,9.428571,2,0.5714,0
26,1,0,7,66,0,1,0,23,0.544,923,1,1,0,0.217143,0,0,34.307692,6,2.3077,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
38,2,0,14,144,521,0,0,26,0.895135,2014,1,3,0.357143,0.155405,0,0,51.342105,31,3.5526,0
47,1,0,20,177,739,3,0,39,0.89441,1737,1,4,0,0.097101,0,0,35.510638,15,2.383,0
2,1,0,2,11,1,0,0,2,2,203,0,0,0,0.75,0,0,100.5,2,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
23,1,0,7,38,155,5,0,19,0.704545,316,1,1,0,0.227273,0,0,12.478261,4,1.2609,0
68,1,0,4,69,2278,1,0,68,2,170,0,0,0,0.136029,0,0,1.5,1,0.9853,0
74,1,0,59,210,1483,40,0,67,0.896575,1597,1,11,0,0.120352,0,0,20.310811,19,2.4459,1
4,1,0,6,17,4,5,0,3,0.666667,133,0.2,1,0,0.333333,0,0,31,10,4.5,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
8,2,0,9,11,16,6,0,7,0.714286,56,1,4,0.642857,0.357143,0,0,5.5,2,0.75,0
53,1,0,14,121,884,7,0,41,0.894918,1074,0.821429,5,0,0.109467,0,0,18.735849,11,1.7547,0
6,1,0,4,18,7,1,0,3,0.833333,104,1,1,0,0.5,0,0,15.333333,4,1.6667,0
2,1,0,2,3,1,2,0,1,1.911765,93,0,0,0,1,0,0,28.5,0,0,0
9,1,0,9,13,30,9,0,8,0.125,112,1,0,0,0.4375,0,0,11.333333,1,0.7778,0
17,1,0,12,17,136,10,0,17,2,17,0,0,0,0.382353,0,0,0,1,1,0
4,1,0,4,7,0,1,0,4,0.5,47,1,2,0,0.4375,0,0,10.25,2,1,0
31,1,0,16,74,157,4,0,23,0.795556,865,1,7,0,0.17,0,0,26.419355,7,1.7097,0
