wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5.0,1.0,5.0,12.0,11.0,8.0,11.0,1.0,5.0,0.75,59.0,1.0,0.0,0.0,0.7,0.0,0.0,10.6,5.0,1.6,N
10.0,1.0,0.0,9.0,49.0,1.0,0.0,9.0,8.0,0.920635,382.0,1.0,0.0,0.0,0.833333,0.0,0.0,35.1,4.0,1.9,N
22.0,4.0,0.0,16.0,72.0,165.0,1.0,16.0,16.0,0.904762,675.0,1.0,1.0,0.787879,0.227273,3.0,3.0,29.045455,4.0,1.2273,Y
5.0,1.0,0.0,4.0,13.0,0.0,0.0,4.0,5.0,0.5,65.0,1.0,0.0,0.0,0.8,0.0,0.0,11.6,3.0,1.2,N
4.0,1.0,0.0,2.0,7.0,6.0,1.0,1.0,4.0,2.0,20.0,0.0,0.0,0.0,0.875,0.0,0.0,4.0,1.0,0.75,N
4.0,1.0,0.0,3.0,4.0,6.0,2.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,N
9.0,1.0,4.0,8.0,15.0,18.0,5.0,3.0,5.0,0.708333,98.0,1.0,1.0,0.0,0.288889,0.0,0.0,9.555556,2.0,1.0,N
8.0,3.0,0.0,6.0,46.0,10.0,0.0,6.0,7.0,0.771429,394.0,1.0,0.0,0.840909,0.375,1.0,1.0,47.625,2.0,1.0,N
22.0,4.0,1.0,15.0,104.0,185.0,2.0,13.0,8.0,0.839286,1180.0,1.0,0.0,0.795918,0.180272,3.0,3.0,52.272727,3.0,1.0455,Y
2.0,1.0,0.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,N
7.0,2.0,1.0,8.0,15.0,1.0,7.0,1.0,4.0,0.583333,92.0,1.0,1.0,0.454545,0.464286,1.0,1.0,11.571429,1.0,0.8571,N
2.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,1.0,39.0,1.0,0.0,0.0,0.666667,0.0,0.0,16.5,2.0,1.0,N
23.0,1.0,1.0,22.0,51.0,181.0,20.0,2.0,14.0,0.731405,1407.0,1.0,0.0,0.0,0.290909,0.0,0.0,59.695652,35.0,5.8696,N
12.0,1.0,0.0,3.0,21.0,44.0,1.0,2.0,5.0,0.805195,147.0,1.0,1.0,0.0,0.261905,0.0,0.0,10.666667,4.0,1.25,N
3.0,3.0,0.0,5.0,17.0,0.0,1.0,5.0,3.0,0.0,91.0,1.0,0.0,0.948718,1.0,0.0,0.0,29.0,1.0,0.6667,N
4.0,1.0,0.0,2.0,5.0,6.0,1.0,1.0,4.0,2.0,16.0,0.0,0.0,0.0,0.875,0.0,0.0,3.0,1.0,0.75,N
3.0,1.0,0.0,8.0,16.0,3.0,1.0,7.0,1.0,2.0,125.0,0.0,0.0,0.0,0.444444,0.0,0.0,40.666667,1.0,0.6667,N
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
9.0,6.0,0.0,7.0,33.0,28.0,0.0,7.0,6.0,0.8125,163.0,1.0,0.0,0.950617,0.4,4.0,6.0,16.888889,2.0,1.0,N
7.0,3.0,0.0,7.0,22.0,0.0,0.0,7.0,7.0,0.625,147.0,1.0,0.0,0.860465,0.342857,1.0,1.0,19.428571,5.0,1.4286,N
16.0,3.0,2.0,24.0,56.0,0.0,16.0,8.0,14.0,0.6,353.0,1.0,1.0,0.681818,0.226563,1.0,1.0,20.8125,4.0,1.75,Y
13.0,3.0,0.0,7.0,35.0,52.0,0.0,7.0,10.0,0.869048,273.0,1.0,2.0,0.755102,0.353846,1.0,1.0,19.461538,6.0,1.6923,N
14.0,1.0,0.0,7.0,82.0,65.0,0.0,7.0,1.0,0.816568,1253.0,0.846154,0.0,0.0,0.169643,0.0,0.0,87.571429,4.0,2.1429,Y
6.0,3.0,0.0,10.0,33.0,0.0,3.0,8.0,5.0,0.466667,198.0,1.0,1.0,0.880952,0.333333,2.0,4.0,31.5,2.0,1.0,Y
9.0,5.0,0.0,12.0,36.0,0.0,0.0,12.0,4.0,0.525,375.0,1.0,3.0,0.930435,0.4,2.0,4.0,40.111111,11.0,2.4444,N
5.0,3.0,0.0,4.0,18.0,0.0,0.0,4.0,5.0,0.666667,107.0,1.0,0.0,0.902439,0.8,1.0,1.0,19.8,1.0,0.8,N
3.0,1.0,0.0,3.0,9.0,3.0,1.0,2.0,2.0,2.0,43.0,0.0,0.0,0.0,0.666667,0.0,0.0,13.333333,1.0,0.6667,N
27.0,3.0,0.0,11.0,83.0,291.0,2.0,9.0,20.0,0.889423,658.0,1.0,2.0,0.587302,0.185185,0.0,0.0,23.074074,11.0,1.9259,Y
10.0,3.0,0.0,9.0,70.0,1.0,1.0,8.0,8.0,0.703704,440.0,0.666667,1.0,0.804348,0.466667,1.0,1.0,42.4,6.0,1.9,N
24.0,3.0,0.0,27.0,80.0,182.0,20.0,8.0,18.0,0.565217,693.0,0.666667,2.0,0.588235,0.15415,2.0,5.0,27.75,13.0,2.2917,N
6.0,2.0,0.0,3.0,11.0,13.0,2.0,1.0,6.0,0.8,68.0,1.0,0.0,0.924242,0.444444,1.0,5.0,10.166667,3.0,1.5,N
14.0,3.0,0.0,5.0,35.0,63.0,0.0,5.0,13.0,0.909091,307.0,1.0,0.0,0.74,0.595238,2.0,3.0,20.142857,7.0,1.3571,N
5.0,4.0,0.0,1.0,9.0,10.0,1.0,0.0,3.0,0.75,81.0,0.0,0.0,0.924528,0.44,2.0,2.0,15.0,5.0,2.0,N
2.0,1.0,0.0,5.0,29.0,0.0,0.0,5.0,0.0,0.0,176.0,1.0,2.0,0.0,0.6,0.0,0.0,85.5,10.0,5.0,N
2.0,2.0,0.0,9.0,23.0,1.0,1.0,8.0,2.0,2.0,204.0,0.0,0.0,0.958333,1.0,1.0,1.0,101.0,1.0,0.5,N
5.0,1.0,0.0,10.0,5.0,10.0,10.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.533333,0.0,0.0,0.0,1.0,1.0,N
5.0,1.0,0.0,7.0,17.0,0.0,0.0,7.0,5.0,0.5,75.0,1.0,0.0,0.0,0.8,0.0,0.0,13.4,3.0,1.2,N
12.0,3.0,11.0,18.0,37.0,0.0,12.0,6.0,11.0,0.454545,164.0,1.0,1.0,0.770833,0.416667,0.0,0.0,12.5,6.0,1.5833,N
2.0,2.0,0.0,8.0,17.0,1.0,1.0,7.0,2.0,2.0,97.0,1.0,0.0,0.958333,1.0,0.0,0.0,47.0,1.0,0.5,N
17.0,1.0,0.0,19.0,73.0,112.0,13.0,7.0,5.0,0.84375,502.0,1.0,1.0,0.0,0.170455,0.0,0.0,28.176471,2.0,1.0,Y
1.0,2.0,0.0,9.0,3.0,0.0,6.0,3.0,1.0,2.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,N
18.0,4.0,0.0,8.0,49.0,19.0,0.0,8.0,16.0,0.773109,579.0,1.0,0.0,0.821053,0.296296,2.0,3.0,30.777778,14.0,2.1111,N
23.0,3.0,0.0,10.0,96.0,175.0,1.0,10.0,19.0,0.886364,1034.0,1.0,2.0,0.627119,0.191304,3.0,3.0,43.086957,7.0,1.3043,N
42.0,4.0,1.0,19.0,74.0,741.0,7.0,13.0,40.0,0.94835,550.0,1.0,4.0,0.655462,0.210884,3.0,3.0,11.690476,2.0,1.2143,N
5.0,1.0,0.0,4.0,20.0,0.0,0.0,4.0,4.0,0.333333,144.0,1.0,1.0,0.0,0.9,0.0,0.0,27.2,5.0,2.2,N
3.0,3.0,0.0,2.0,6.0,1.0,0.0,2.0,3.0,0.5,29.0,1.0,0.0,0.948718,0.666667,0.0,0.0,8.333333,1.0,0.6667,N
7.0,1.0,0.0,6.0,7.0,21.0,5.0,1.0,7.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,N
3.0,1.0,0.0,15.0,3.0,3.0,15.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,N
11.0,3.0,0.0,11.0,37.0,11.0,3.0,8.0,10.0,0.683333,285.0,1.0,3.0,0.75,0.287879,1.0,1.0,24.363636,3.0,1.9091,N
5.0,1.0,0.0,51.0,10.0,8.0,51.0,0.0,3.0,0.3125,69.0,0.75,1.0,0.0,0.583333,0.0,0.0,12.0,3.0,0.6,N
4.0,3.0,0.0,4.0,32.0,2.0,0.0,4.0,4.0,0.666667,215.0,1.0,0.0,0.925,0.75,1.0,1.0,52.25,1.0,0.75,N
9.0,1.0,0.0,8.0,25.0,10.0,5.0,3.0,7.0,0.6875,114.0,1.0,0.0,0.0,0.25,0.0,0.0,11.222222,1.0,0.8889,Y
11.0,2.0,0.0,7.0,15.0,13.0,5.0,3.0,11.0,0.75,97.0,1.0,3.0,0.2,0.220779,0.0,0.0,7.272727,1.0,0.7273,N
4.0,2.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,0.222222,68.0,1.0,1.0,0.625,0.5,1.0,1.0,15.25,2.0,1.0,N
5.0,1.0,0.0,16.0,12.0,4.0,14.0,2.0,5.0,0.25,55.0,1.0,0.0,0.0,0.533333,0.0,0.0,9.8,1.0,0.6,N
8.0,4.0,0.0,12.0,65.0,2.0,0.0,12.0,6.0,0.916667,583.0,0.166667,0.0,0.917647,0.333333,3.0,3.0,70.375,3.0,1.25,N
13.0,4.0,0.0,7.0,55.0,30.0,1.0,7.0,10.0,0.802083,590.0,1.0,1.0,0.866667,0.5,2.0,2.0,43.769231,1.0,0.9231,N
8.0,3.0,0.0,3.0,40.0,10.0,0.0,3.0,8.0,0.714286,271.0,1.0,0.0,0.840909,0.40625,1.0,1.0,32.375,4.0,1.25,N
6.0,1.0,0.0,7.0,26.0,0.0,1.0,6.0,6.0,0.65,185.0,1.0,3.0,0.0,0.305556,0.0,0.0,29.166667,1.0,0.8333,N
4.0,1.0,0.0,5.0,4.0,6.0,4.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,1.0,1.0,N
8.0,4.0,0.0,7.0,34.0,6.0,0.0,7.0,8.0,0.761905,626.0,1.0,0.0,0.917647,0.4375,2.0,2.0,76.5,3.0,1.625,Y
21.0,1.0,0.0,25.0,77.0,162.0,10.0,16.0,14.0,0.7375,566.0,0.916667,4.0,0.0,0.135,0.0,0.0,25.380952,7.0,1.8095,Y
6.0,5.0,1.0,6.0,33.0,7.0,1.0,5.0,3.0,0.7,164.0,1.0,0.0,0.961538,0.5,3.0,6.0,26.0,2.0,1.0,N
5.0,3.0,0.0,7.0,20.0,2.0,0.0,7.0,5.0,0.625,76.0,1.0,1.0,0.902439,0.6,2.0,2.0,13.8,2.0,1.0,N
71.0,1.0,0.0,103.0,186.0,2247.0,99.0,7.0,55.0,0.972449,2193.0,0.571429,0.0,0.0,0.127731,0.0,0.0,29.492958,18.0,1.5775,Y
4.0,3.0,0.0,3.0,17.0,4.0,0.0,3.0,3.0,0.666667,152.0,1.0,0.0,0.925,0.75,1.0,1.0,36.75,1.0,0.75,N
8.0,1.0,0.0,6.0,25.0,0.0,5.0,1.0,7.0,0.6,169.0,1.0,0.0,0.0,0.416667,0.0,0.0,19.5,7.0,1.875,N
3.0,1.0,0.0,9.0,25.0,1.0,7.0,2.0,3.0,0.0,277.0,1.0,1.0,0.0,0.666667,0.0,0.0,91.0,14.0,5.3333,N
9.0,5.0,0.0,10.0,20.0,4.0,3.0,7.0,9.0,0.6875,110.0,1.0,0.0,0.919192,0.388889,2.0,7.0,10.777778,3.0,1.2222,N
17.0,3.0,1.0,12.0,64.0,52.0,1.0,11.0,13.0,0.793269,642.0,1.0,1.0,0.698113,0.242647,1.0,1.0,36.0,11.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
31.0,1.0,0.0,6.0,65.0,243.0,4.0,2.0,30.0,0.726667,747.0,1.0,0.0,0.0,0.182796,1.0,1.0,22.612903,4.0,1.1613,N
21.0,1.0,0.0,2.0,35.0,38.0,2.0,0.0,17.0,0.631818,617.0,0.818182,0.0,0.0,0.293651,0.0,0.0,27.857143,3.0,0.8571,N
3.0,1.0,1.0,5.0,9.0,0.0,3.0,2.0,3.0,0.0,47.0,1.0,0.0,0.0,0.666667,0.0,0.0,14.333333,1.0,0.6667,N
15.0,3.0,0.0,3.0,37.0,41.0,1.0,2.0,14.0,0.696429,437.0,0.75,1.0,0.454545,0.311111,1.0,2.0,27.333333,1.0,0.8,N
13.0,1.0,0.0,4.0,13.0,78.0,4.0,0.0,13.0,2.0,13.0,0.0,0.0,0.0,0.326923,0.0,0.0,0.0,1.0,1.0,N
10.0,1.0,4.0,17.0,81.0,5.0,4.0,13.0,4.0,0.783626,743.0,1.0,7.0,0.0,0.259259,0.0,0.0,71.4,14.0,4.2,Y
8.0,1.0,0.0,1.0,14.0,28.0,1.0,0.0,8.0,2.0,274.0,0.0,0.0,0.0,0.45,0.0,0.0,33.25,7.0,2.875,N
6.0,3.0,0.0,4.0,25.0,11.0,0.0,4.0,4.0,0.8,157.0,1.0,0.0,0.880952,0.4,2.0,2.0,24.833333,1.0,0.8333,N
8.0,3.0,0.0,7.0,32.0,8.0,3.0,4.0,5.0,0.738095,300.0,0.833333,0.0,0.860465,0.357143,1.0,1.0,35.75,1.0,0.75,N
2.0,2.0,0.0,9.0,19.0,1.0,1.0,8.0,2.0,2.0,120.0,0.0,0.0,0.958333,1.0,1.0,1.0,59.0,1.0,0.5,N
8.0,3.0,0.0,8.0,25.0,14.0,1.0,7.0,8.0,0.714286,157.0,1.0,1.0,0.840909,0.375,0.0,0.0,18.25,2.0,1.125,N
19.0,3.0,1.0,18.0,56.0,97.0,5.0,13.0,12.0,0.814815,406.0,1.0,2.0,0.672727,0.190789,0.0,0.0,19.894737,3.0,1.0526,N
5.0,1.0,0.0,1.0,18.0,0.0,1.0,0.0,3.0,0.5,96.0,1.0,0.0,0.0,0.533333,0.0,0.0,17.8,2.0,1.0,N
22.0,3.0,0.0,17.0,77.0,95.0,0.0,17.0,19.0,0.742857,439.0,1.0,1.0,0.637931,0.172727,1.0,1.0,18.727273,2.0,1.0,N
19.0,1.0,0.0,23.0,46.0,65.0,22.0,3.0,17.0,0.416667,448.0,1.0,0.0,0.0,0.289474,0.0,0.0,22.473684,16.0,2.4211,N
19.0,4.0,0.0,8.0,69.0,91.0,2.0,8.0,13.0,0.777778,632.0,1.0,2.0,0.8125,0.368421,1.0,1.0,31.894737,5.0,1.2632,Y
5.0,4.0,0.0,8.0,45.0,6.0,0.0,8.0,4.0,0.75,261.0,1.0,0.0,0.95122,0.6,4.0,5.0,50.8,7.0,2.0,N
21.0,1.0,0.0,9.0,47.0,48.0,1.0,8.0,21.0,0.68,277.0,1.0,4.0,0.0,0.309524,0.0,0.0,11.952381,7.0,1.4286,Y
5.0,1.0,0.0,1.0,35.0,4.0,1.0,0.0,4.0,0.583333,354.0,1.0,0.0,0.0,0.5,0.0,0.0,69.2,8.0,3.2,N
4.0,3.0,0.0,8.0,42.0,2.0,0.0,8.0,4.0,0.666667,242.0,1.0,0.0,0.925,0.75,2.0,3.0,59.0,1.0,0.75,N
8.0,3.0,0.0,6.0,55.0,24.0,0.0,6.0,3.0,0.809524,643.0,0.5,0.0,0.840909,0.303571,0.0,0.0,78.625,3.0,1.25,N
3.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,N
11.0,1.0,1.0,8.0,17.0,41.0,6.0,2.0,8.0,0.7,93.0,1.0,0.0,0.0,0.666667,0.0,0.0,7.090909,1.0,0.7273,N
3.0,1.0,0.0,2.0,15.0,0.0,2.0,0.0,3.0,0.166667,100.0,1.0,0.0,0.0,0.666667,0.0,0.0,31.333333,2.0,1.0,N
4.0,1.0,0.0,4.0,5.0,0.0,3.0,1.0,4.0,0.333333,24.0,1.0,0.0,0.0,0.875,0.0,0.0,4.75,1.0,0.75,N
2.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,45.0,0.0,0.0,0.0,0.666667,0.0,0.0,21.5,8.0,4.0,N
14.0,3.0,0.0,6.0,33.0,65.0,0.0,6.0,14.0,0.910256,404.0,1.0,1.0,0.74,0.595238,2.0,3.0,27.0,2.0,1.0,N
6.0,3.0,0.0,4.0,24.0,5.0,0.0,4.0,5.0,0.733333,153.0,1.0,0.0,0.880952,0.5,0.0,0.0,24.0,1.0,0.8333,N
14.0,5.0,0.0,10.0,43.0,15.0,0.0,10.0,12.0,0.615385,168.0,1.0,1.0,0.891667,0.392857,3.0,5.0,10.857143,5.0,1.3571,N
19.0,1.0,0.0,18.0,47.0,97.0,16.0,5.0,16.0,0.833333,273.0,1.0,1.0,0.0,0.305263,0.0,0.0,13.0,3.0,1.4211,Y
3.0,2.0,0.0,8.0,18.0,3.0,1.0,7.0,2.0,1.0,132.0,0.0,0.0,0.92,0.5,0.0,0.0,42.0,1.0,0.6667,N
19.0,1.0,34.0,78.0,23.0,119.0,75.0,5.0,16.0,0.873016,125.0,1.0,4.0,0.0,0.218045,0.0,0.0,5.210526,2.0,1.0,N
7.0,4.0,0.0,11.0,32.0,0.0,0.0,11.0,6.0,0.666667,189.0,1.0,1.0,0.928571,0.342857,1.0,1.0,25.428571,3.0,1.1429,N
4.0,3.0,0.0,6.0,15.0,0.0,4.0,2.0,4.0,0.333333,82.0,0.0,0.0,0.925,0.625,1.0,1.0,19.25,1.0,0.75,N
8.0,4.0,0.0,6.0,35.0,4.0,0.0,6.0,7.0,0.714286,265.0,1.0,0.0,0.917647,0.46875,3.0,3.0,31.375,5.0,1.375,N
65.0,3.0,0.0,21.0,155.0,1670.0,6.0,21.0,59.0,0.917188,1504.0,1.0,5.0,0.37,0.244141,3.0,3.0,21.830769,10.0,1.5231,N
14.0,4.0,0.0,99.0,28.0,0.0,98.0,1.0,14.0,0.384615,153.0,1.0,1.0,0.65,0.333333,1.0,2.0,9.785714,2.0,0.6429,N
14.0,1.0,0.0,24.0,63.0,63.0,20.0,20.0,9.0,0.841346,822.0,0.4375,0.0,0.0,0.333333,0.0,0.0,56.571429,24.0,2.7857,Y
4.0,2.0,0.0,3.0,16.0,0.0,0.0,3.0,4.0,0.333333,59.0,1.0,0.0,0.842105,0.875,1.0,1.0,13.5,5.0,1.75,N
27.0,1.0,0.0,3.0,63.0,297.0,1.0,2.0,10.0,0.778846,527.0,0.0,2.0,0.0,0.37963,0.0,0.0,18.222222,11.0,1.4444,N
14.0,3.0,0.0,8.0,41.0,33.0,1.0,8.0,10.0,0.760684,385.0,1.0,2.0,0.74,0.357143,1.0,1.0,25.857143,4.0,1.5714,N
5.0,3.0,0.0,9.0,43.0,0.0,0.0,9.0,5.0,0.666667,276.0,1.0,0.0,0.902439,0.533333,2.0,3.0,53.6,1.0,0.8,N
13.0,1.0,1.0,8.0,20.0,46.0,6.0,2.0,8.0,0.666667,111.0,1.0,0.0,0.0,0.615385,0.0,0.0,7.230769,1.0,0.7692,N
8.0,4.0,0.0,7.0,35.0,4.0,0.0,7.0,7.0,0.714286,265.0,1.0,0.0,0.917647,0.46875,3.0,3.0,31.375,5.0,1.375,N
31.0,1.0,0.0,6.0,65.0,243.0,4.0,2.0,30.0,0.726667,747.0,1.0,0.0,0.0,0.182796,1.0,1.0,22.612903,4.0,1.1613,N
15.0,3.0,0.0,3.0,37.0,41.0,1.0,2.0,14.0,0.696429,437.0,0.75,1.0,0.454545,0.311111,1.0,2.0,27.333333,1.0,0.8,N
12.0,1.0,0.0,3.0,21.0,44.0,1.0,2.0,5.0,0.805195,147.0,1.0,1.0,0.0,0.261905,0.0,0.0,10.666667,4.0,1.25,N
2.0,2.0,0.0,6.0,9.0,1.0,1.0,5.0,2.0,2.0,33.0,0.0,0.0,0.958333,1.0,0.0,0.0,15.5,1.0,0.5,N
6.0,3.0,0.0,6.0,16.0,5.0,0.0,6.0,5.0,0.733333,95.0,1.0,0.0,0.880952,0.5,0.0,0.0,14.333333,1.0,0.8333,N
15.0,4.0,2.0,18.0,55.0,37.0,2.0,16.0,9.0,0.728571,730.0,1.0,4.0,0.846154,0.193333,3.0,7.0,47.0,12.0,2.4667,Y
7.0,3.0,0.0,8.0,22.0,0.0,0.0,8.0,7.0,0.625,147.0,1.0,0.0,0.860465,0.342857,1.0,1.0,19.428571,5.0,1.4286,N
26.0,3.0,0.0,15.0,108.0,233.0,1.0,15.0,22.0,0.902609,1156.0,1.0,2.0,0.596774,0.160256,3.0,3.0,42.576923,7.0,1.2692,Y
3.0,3.0,0.0,5.0,22.0,0.0,1.0,5.0,3.0,0.0,149.0,1.0,0.0,0.948718,0.666667,0.0,0.0,48.333333,1.0,0.6667,N
19.0,1.0,0.0,30.0,46.0,65.0,29.0,3.0,17.0,0.416667,448.0,1.0,0.0,0.0,0.289474,0.0,0.0,22.473684,16.0,2.4211,N
6.0,4.0,0.0,8.0,34.0,0.0,0.0,8.0,6.0,0.6,493.0,1.0,0.0,0.939759,0.555556,1.0,1.0,80.5,1.0,0.8333,Y
2.0,2.0,0.0,10.0,9.0,1.0,6.0,4.0,2.0,2.0,31.0,0.0,0.0,0.923077,0.666667,0.0,0.0,14.5,1.0,0.5,N
26.0,3.0,0.0,33.0,80.0,201.0,26.0,8.0,20.0,0.573333,719.0,0.666667,2.0,0.566038,0.152727,2.0,11.0,26.538462,14.0,2.2692,N
3.0,3.0,0.0,3.0,10.0,0.0,0.0,3.0,3.0,0.0,32.0,1.0,0.0,0.948718,0.666667,0.0,0.0,9.333333,1.0,0.6667,N
3.0,2.0,0.0,9.0,22.0,3.0,1.0,8.0,2.0,2.0,128.0,0.0,0.0,0.92,1.0,1.0,1.0,41.666667,9.0,3.3333,N
9.0,3.0,0.0,9.0,29.0,0.0,0.0,9.0,9.0,0.583333,168.0,1.0,1.0,0.822222,0.444444,0.0,0.0,17.333333,2.0,1.4444,N
4.0,3.0,0.0,5.0,32.0,2.0,0.0,5.0,4.0,0.666667,215.0,1.0,0.0,0.925,0.75,1.0,1.0,52.25,1.0,0.75,N
2.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,1.0,39.0,1.0,0.0,0.0,0.666667,0.0,0.0,16.5,2.0,1.0,N
3.0,1.0,0.0,2.0,15.0,0.0,2.0,0.0,3.0,0.166667,100.0,1.0,0.0,0.0,0.666667,0.0,0.0,31.333333,2.0,1.0,N
14.0,3.0,2.0,11.0,41.0,67.0,3.0,8.0,11.0,0.846154,366.0,1.0,1.0,0.74,0.223214,1.0,1.0,24.714286,4.0,1.2857,N
19.0,1.0,0.0,24.0,81.0,147.0,17.0,8.0,7.0,0.861111,560.0,1.0,1.0,0.0,0.171296,0.0,0.0,28.157895,2.0,1.0,N
8.0,3.0,0.0,2.0,39.0,10.0,0.0,2.0,8.0,0.714286,265.0,1.0,0.0,0.840909,0.325,1.0,1.0,31.625,4.0,1.25,N
23.0,1.0,1.0,25.0,52.0,181.0,23.0,2.0,14.0,0.731405,1489.0,1.0,0.0,0.0,0.290909,0.0,0.0,63.26087,35.0,6.087,N
5.0,1.0,0.0,5.0,13.0,0.0,4.0,1.0,5.0,0.0,69.0,1.0,0.0,0.0,0.533333,0.0,0.0,12.6,3.0,1.2,N
14.0,3.0,0.0,7.0,33.0,65.0,0.0,7.0,14.0,0.910256,404.0,1.0,1.0,0.74,0.595238,2.0,3.0,27.0,2.0,1.0,Y
2.0,2.0,0.0,6.0,11.0,1.0,1.0,5.0,2.0,2.0,37.0,0.0,0.0,0.958333,1.0,0.0,0.0,17.5,1.0,0.5,N
1.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,N
5.0,1.0,0.0,2.0,15.0,0.0,1.0,1.0,4.0,0.5,137.0,1.0,0.0,0.0,0.9,0.0,0.0,25.2,4.0,1.8,N
4.0,1.0,0.0,4.0,5.0,0.0,3.0,1.0,4.0,0.333333,24.0,1.0,0.0,0.0,0.875,0.0,0.0,4.75,1.0,0.75,N
21.0,1.0,0.0,27.0,78.0,158.0,11.0,17.0,15.0,0.735714,659.0,0.928571,5.0,0.0,0.145,0.0,0.0,29.714286,7.0,1.6667,Y
14.0,3.0,12.0,20.0,41.0,0.0,13.0,7.0,13.0,0.461538,174.0,1.0,1.0,0.74,0.392857,0.0,0.0,11.285714,6.0,1.5,N
4.0,1.0,0.0,2.0,5.0,6.0,1.0,1.0,4.0,2.0,16.0,0.0,0.0,0.0,0.875,0.0,0.0,3.0,1.0,0.75,N
6.0,1.0,0.0,7.0,28.0,1.0,1.0,6.0,6.0,0.6,173.0,1.0,3.0,0.0,0.305556,0.0,0.0,27.333333,1.0,0.8333,N
20.0,2.0,40.0,100.0,28.0,158.0,96.0,6.0,16.0,0.877193,164.0,1.0,3.0,0.321429,0.258333,1.0,3.0,6.9,3.0,1.1,N
